0	15001	927	228	1728	32
1	15001	415	165	192	32
2	15001	544	101	64	32
3	15001	736	103	64	32
4	15001	641	36	128	32
5	15001	895	166	128	32
6	15001	1376	134	192	32
7	15001	1281	37	128	32
8	15001	2079	228	576	32
9	15001	2624	229	512	32
10	15001	3263	293	1024	32
11	15001	3072	133	128	32
12	15001	2910	35	192	32
13	15001	3424	166	448	32
14	15001	3937	230	448	32
15	15001	4256	292	320	32
16	15001	3904	100	128	32
17	15001	3647	36	384	32
18	15001	4097	101	128	32
19	15001	4257	133	64	32
20	15001	4447	166	192	32
21	15001	4544	230	128	32
22	15001	4737	165	128	32
23	15001	4703	39	64	32
24	15001	4832	102	192	32
25	15001	4991	229	128	32
26	15001	5056	292	128	32
27	15001	5089	131	64	32
28	15001	5024	38	64	32
29	15001	5247	230	128	32
30	15001	5409	164	320	32
31	15001	5537	39	192	32
32	15001	5761	103	128	32
33	15001	5953	167	128	32
34	15001	6144	228	256	32
35	15001	6175	134	192	32
36	15001	6303	166	64	32
37	15001	6335	38	640	32
38	15001	6368	103	64	32
